,chrom,index,coverage
6240,chr3,1315,15
6241,chr3,1316,14
6242,chr3,1317,30
6243,chr3,1318,1584
6244,chr3,1319,2025
6245,chr3,1320,136
6246,chr3,1321,751
6247,chr3,1322,1592
6248,chr3,1323,3208
6249,chr3,1324,368
6250,chr3,1325,18
6251,chr3,1326,15
6252,chr3,1327,36
6253,chr3,1328,130
6254,chr3,1329,13
6255,chr3,1330,54
6256,chr3,1331,69
6257,chr3,1332,720
6258,chr3,1333,29874
6259,chr3,1334,52
6260,chr3,1335,3098
6261,chr3,1336,14
6262,chr3,1337,74
6263,chr3,1338,436
6264,chr3,1339,133
6265,chr3,1340,644
6266,chr3,1341,1401
6267,chr3,1342,6580
6268,chr3,1343,34
6269,chr3,1344,6
6270,chr3,1345,145
6271,chr3,1346,64
6272,chr3,1347,80
6273,chr3,1348,24
6274,chr3,1349,173
6275,chr3,1350,3
6276,chr3,1351,19
6277,chr3,1352,14
6278,chr3,1353,20
6279,chr3,1354,12
6280,chr3,1355,14
6281,chr3,1356,14
6282,chr3,1357,468
6283,chr3,1358,1943
6284,chr3,1359,674
6285,chr3,1360,2569
6286,chr3,1361,424
6287,chr3,1362,387
6288,chr3,1363,660
6289,chr3,1364,1619
6290,chr3,1365,557
6291,chr3,1366,881
6292,chr3,1367,51
6293,chr3,1368,12
6294,chr3,1369,33
6295,chr3,1370,45
6296,chr3,1371,22
6297,chr3,1372,27
6298,chr3,1373,32
6299,chr3,1374,1712
6300,chr3,1375,173
6301,chr3,1376,1616
6302,chr3,1377,29
6303,chr3,1378,654
6304,chr3,1379,1293
6305,chr3,1380,235
6306,chr3,1381,19
6307,chr3,1382,226
6308,chr3,1383,1316
6309,chr3,1384,288
6310,chr3,1385,21599
6311,chr3,1386,29
6312,chr3,1387,922
6313,chr3,1388,14
6314,chr3,1389,10
6315,chr3,1390,6114
6316,chr3,1391,211
6317,chr3,1392,530
6318,chr3,1393,340
6319,chr3,1394,5
6320,chr3,1395,28
6321,chr3,1396,11
6322,chr3,1397,8
6323,chr3,1398,9
6324,chr3,1399,14
6325,chr3,1400,13
6326,chr3,1401,13
6327,chr3,1402,11
6328,chr3,1403,47
6329,chr3,1404,8
6330,chr3,1405,14
6331,chr3,1406,6668
6332,chr3,1407,17
6333,chr3,1408,32
6334,chr3,1409,30
6335,chr3,1410,91
6336,chr3,1411,5598
6337,chr3,1412,196
6338,chr3,1413,1605
6339,chr3,1414,5289
6340,chr3,1415,425
6341,chr3,1416,3972
6342,chr3,1417,2433
6343,chr3,1418,359
6344,chr3,1419,68
6345,chr3,1420,3588
6346,chr3,1421,1690
6347,chr3,1422,815
6348,chr3,1423,31
6349,chr3,1424,108
6350,chr3,1425,221
6351,chr3,1426,19
6352,chr3,1427,15407
6353,chr3,1428,2146
6354,chr3,1429,101
6355,chr3,1430,47
6356,chr3,1431,85
6357,chr3,1432,4893
6358,chr3,1433,26
6359,chr3,1434,21
6360,chr3,1435,217
6361,chr3,1436,24
6362,chr3,1437,1724
6363,chr3,1438,17
6364,chr3,1439,10
6365,chr3,1440,16
6366,chr3,1441,20
6367,chr3,1442,9
6368,chr3,1443,8
6369,chr3,1444,23
6370,chr3,1445,12
6371,chr3,1446,9
6372,chr3,1447,17
6373,chr3,1448,11
6374,chr3,1449,13
6375,chr3,1450,23
6376,chr3,1451,19
6377,chr3,1452,27
6378,chr3,1453,41
6379,chr3,1454,86
6380,chr3,1455,797
6381,chr3,1456,6
6382,chr3,1457,27
6383,chr3,1458,8
6384,chr3,1459,7
6385,chr3,1460,17
6386,chr3,1461,97
6387,chr3,1462,904
6388,chr3,1463,10
6389,chr3,1464,22
6390,chr3,1465,19
6391,chr3,1466,14
6392,chr3,1467,13
6393,chr3,1468,13
6394,chr3,1469,46
6395,chr3,1470,6
6396,chr3,1471,12
6397,chr3,1472,15
6398,chr3,1473,249
6399,chr3,1474,14
6400,chr3,1475,8
6401,chr3,1476,6
6402,chr3,1477,9
6403,chr3,1478,1824
6404,chr3,1479,17
6405,chr3,1480,20
6406,chr3,1481,42
6407,chr3,1482,19
6408,chr3,1483,23
6409,chr3,1484,14
6410,chr3,1485,103
6411,chr3,1486,13
6412,chr3,1487,3633
6413,chr3,1488,952
6414,chr3,1489,21
6415,chr3,1490,106
6416,chr3,1491,1747
6417,chr3,1492,1703
6418,chr3,1493,63
6419,chr3,1494,2637
6420,chr3,1495,169
6421,chr3,1496,16183
6422,chr3,1497,2948
6423,chr3,1498,520
6424,chr3,1499,22
6425,chr3,1500,23
6426,chr3,1501,1033
6427,chr3,1502,9339
6428,chr3,1503,7311
6429,chr3,1504,3473
6430,chr3,1505,54
6431,chr3,1506,20
6432,chr3,1507,30
6433,chr3,1508,14
6434,chr3,1509,46
6435,chr3,1510,32
6436,chr3,1511,31
6437,chr3,1512,43
6438,chr3,1513,21
6439,chr3,1514,33
6440,chr3,1515,40
6441,chr3,1516,15
6442,chr3,1517,12
6443,chr3,1518,27
6444,chr3,1519,146
6445,chr3,1520,952
6446,chr3,1521,24061
6447,chr3,1522,194
6448,chr3,1523,46
6449,chr3,1524,28
6450,chr3,1525,724
6451,chr3,1526,37
6452,chr3,1527,370
6453,chr3,1528,2040
6454,chr3,1529,28
6455,chr3,1530,21
6456,chr3,1531,27
6457,chr3,1532,26
6458,chr3,1533,15
6459,chr3,1534,20
6460,chr3,1535,30
6461,chr3,1536,22
6462,chr3,1537,158
6463,chr3,1538,5
6464,chr3,1539,517
6465,chr3,1540,1319
6466,chr3,1541,17
6467,chr3,1542,8
6468,chr3,1543,42
6469,chr3,1544,17
6470,chr3,1545,12
6471,chr3,1546,17
6472,chr3,1547,20
6473,chr3,1548,10
6474,chr3,1549,21
6475,chr3,1550,135
6476,chr3,1551,24
6477,chr3,1552,29
6478,chr3,1553,32
6479,chr3,1554,78
6480,chr3,1555,919
6481,chr3,1556,3513
6482,chr3,1557,9551
6483,chr3,1558,279
6484,chr3,1559,11
6485,chr3,1560,16
6486,chr3,1561,25
6487,chr3,1562,8262
6488,chr3,1563,468
6489,chr3,1564,1720
6490,chr3,1565,5262
6491,chr3,1566,1369
6492,chr3,1567,27
6493,chr3,1568,1754
6494,chr3,1569,106
6495,chr3,1570,99
6496,chr3,1571,28
6497,chr3,1572,25
6498,chr3,1573,29
6499,chr3,1574,17
6500,chr3,1575,7
6501,chr3,1576,9
6502,chr3,1577,36
6503,chr3,1578,271
6504,chr3,1579,4952
6505,chr3,1580,97
6506,chr3,1581,203
6507,chr3,1582,692
6508,chr3,1583,958
6509,chr3,1584,806
6510,chr3,1585,1426
6511,chr3,1586,17
6512,chr3,1587,25
6513,chr3,1588,32
6514,chr3,1589,19
6515,chr3,1590,10
6516,chr3,1591,26
6517,chr3,1592,67
6518,chr3,1593,66
6519,chr3,1594,114
6520,chr3,1595,24
6521,chr3,1596,27
6522,chr3,1597,41
6523,chr3,1598,3246
6524,chr3,1599,435
6525,chr3,1600,202
6526,chr3,1601,18107
6527,chr3,1602,5526
6528,chr3,1603,54
6529,chr3,1604,63
6530,chr3,1605,64
6531,chr3,1606,8851
6532,chr3,1607,1758
6533,chr3,1608,60
6534,chr3,1609,2871
6535,chr3,1610,517
6536,chr3,1611,4615
6537,chr3,1612,14
6538,chr3,1613,8
6539,chr3,1614,17
6540,chr3,1615,13
6541,chr3,1616,20
6542,chr3,1617,25
6543,chr3,1618,9
6544,chr3,1619,16
6545,chr3,1620,20
6546,chr3,1621,23
6547,chr3,1622,9
6548,chr3,1623,16
6549,chr3,1624,15
6550,chr3,1625,13
6551,chr3,1626,6
6552,chr3,1627,8
6553,chr3,1628,88
6554,chr3,1629,10
6555,chr3,1630,28
6556,chr3,1631,12
6557,chr3,1632,13
6558,chr3,1633,18
6559,chr3,1634,13
6560,chr3,1635,10
6561,chr3,1636,26
6562,chr3,1637,77
6563,chr3,1638,23
6564,chr3,1639,7
6565,chr3,1640,10
6566,chr3,1641,10
6567,chr3,1642,19
6568,chr3,1643,10
6569,chr3,1644,4
6570,chr3,1645,61
6571,chr3,1646,14
6572,chr3,1647,9
6573,chr3,1648,13
6574,chr3,1649,34
6575,chr3,1650,7
6576,chr3,1651,23
6577,chr3,1652,11
6578,chr3,1653,11
6579,chr3,1654,18
6580,chr3,1655,88
6581,chr3,1656,11
6582,chr3,1657,51
6583,chr3,1658,9
6584,chr3,1659,5
6585,chr3,1660,516
6586,chr3,1661,4
6587,chr3,1662,8
6588,chr3,1663,9
6589,chr3,1664,70
6590,chr3,1665,185
6591,chr3,1666,25
6592,chr3,1667,3919
6593,chr3,1668,45
6594,chr3,1669,4
6595,chr3,1670,9
6596,chr3,1671,23
6597,chr3,1672,15
6598,chr3,1673,752
6599,chr3,1674,10968
6600,chr3,1675,57
6601,chr3,1676,383
6602,chr3,1677,5567
6603,chr3,1678,9
6604,chr3,1679,12
6605,chr3,1680,29
6606,chr3,1681,13
6607,chr3,1682,39
6608,chr3,1683,33
6609,chr3,1684,23
6610,chr3,1685,97
6611,chr3,1686,17
6612,chr3,1687,4
6613,chr3,1688,14
6614,chr3,1689,10
6615,chr3,1690,6
6616,chr3,1691,8
6617,chr3,1692,39266
6618,chr3,1693,12
6619,chr3,1694,685
6620,chr3,1695,958
6621,chr3,1696,628
6622,chr3,1697,6856
6623,chr3,1698,5663
6624,chr3,1699,193
6625,chr3,1700,1674
6626,chr3,1701,1041
6627,chr3,1702,21
6628,chr3,1703,93
6629,chr3,1704,35
6630,chr3,1705,341
6631,chr3,1706,196
6632,chr3,1707,5249
6633,chr3,1708,1676
6634,chr3,1709,420
6635,chr3,1710,181
6636,chr3,1711,228
6637,chr3,1712,96
6638,chr3,1713,344
6639,chr3,1714,378
6640,chr3,1715,66
6641,chr3,1716,38
6642,chr3,1717,27
6643,chr3,1718,42
6644,chr3,1719,188
6645,chr3,1720,238
6646,chr3,1721,1780
6647,chr3,1722,337
6648,chr3,1723,490
6649,chr3,1724,445
6650,chr3,1725,878
6651,chr3,1726,11
6652,chr3,1727,15
6653,chr3,1728,11
6654,chr3,1729,18
6655,chr3,1730,17
6656,chr3,1731,13
6657,chr3,1732,13
6658,chr3,1733,7
6659,chr3,1734,7
6660,chr3,1735,13
6661,chr3,1736,21
6662,chr3,1737,18
6663,chr3,1738,18
6664,chr3,1739,8
6665,chr3,1740,169
6666,chr3,1741,15
6667,chr3,1742,56
6668,chr3,1743,9
6669,chr3,1744,14
6670,chr3,1745,15
6671,chr3,1746,14
6672,chr3,1747,78
6673,chr3,1748,12
6674,chr3,1749,3335
6675,chr3,1750,38
6676,chr3,1751,13
6677,chr3,1752,51
6678,chr3,1753,20
6679,chr3,1754,10287
6680,chr3,1755,17
6681,chr3,1756,8036
6682,chr3,1757,58
6683,chr3,1758,9
6684,chr3,1759,22
6685,chr3,1760,17
6686,chr3,1761,21
6687,chr3,1762,9
6688,chr3,1763,12
6689,chr3,1764,5
6690,chr3,1765,15
6691,chr3,1766,29
6692,chr3,1767,4708
6693,chr3,1768,91
6694,chr3,1769,161
6695,chr3,1770,247
6696,chr3,1771,12
6697,chr3,1772,18
6698,chr3,1773,98
6699,chr3,1774,19
6700,chr3,1775,30
6701,chr3,1776,19
6702,chr3,1777,12
6703,chr3,1778,18
6704,chr3,1779,10
6705,chr3,1780,9
6706,chr3,1781,45
6707,chr3,1782,990
6708,chr3,1783,966
6709,chr3,1784,95
6710,chr3,1785,281
6711,chr3,1786,331
6712,chr3,1787,9022
6713,chr3,1788,76
6714,chr3,1789,5667
6715,chr3,1790,2513
6716,chr3,1791,1617
6717,chr3,1792,2370
6718,chr3,1793,6193
6719,chr3,1794,409
6720,chr3,1795,752
6721,chr3,1796,62
6722,chr3,1797,26
6723,chr3,1798,31
6724,chr3,1799,67
6725,chr3,1800,1138
6726,chr3,1801,3
6727,chr3,1802,27
6728,chr3,1803,2532
6729,chr3,1804,167
6730,chr3,1805,95
6731,chr3,1806,13120
6732,chr3,1807,1252
6733,chr3,1808,524
6734,chr3,1809,54
6735,chr3,1810,23
6736,chr3,1811,16
6737,chr3,1812,108
6738,chr3,1813,20
6739,chr3,1814,23
6740,chr3,1815,265
6741,chr3,1816,29
6742,chr3,1817,30
6743,chr3,1818,16
6744,chr3,1819,8
6745,chr3,1820,18
6746,chr3,1821,801
6747,chr3,1822,8
6748,chr3,1823,28
6749,chr3,1824,35
6750,chr3,1825,3188
6751,chr3,1826,6844
6752,chr3,1827,1375
6753,chr3,1828,8252
6754,chr3,1829,93
6755,chr3,1830,39
6756,chr3,1831,163
6757,chr3,1832,2787
6758,chr3,1833,804
6759,chr3,1834,2247
6760,chr3,1835,1025
6761,chr3,1836,386
6762,chr3,1837,15773
6763,chr3,1838,6134
6764,chr3,1839,1362
6765,chr3,1840,3409
6766,chr3,1841,74
6767,chr3,1842,18
6768,chr3,1843,58
6769,chr3,1844,4845
6770,chr3,1845,178
6771,chr3,1846,98
6772,chr3,1847,139
6773,chr3,1848,32
6774,chr3,1849,1086
6775,chr3,1850,630
6776,chr3,1851,31236
6777,chr3,1852,2418
6778,chr3,1853,5424
6779,chr3,1854,27
6780,chr3,1855,91
6781,chr3,1856,6418
6782,chr3,1857,181
6783,chr3,1858,74
6784,chr3,1859,69
6785,chr3,1860,26
6786,chr3,1861,467
6787,chr3,1862,1699
6788,chr3,1863,6661
6789,chr3,1864,151
6790,chr3,1865,17793
6791,chr3,1866,2372
6792,chr3,1867,8547
6793,chr3,1868,892
6794,chr3,1869,8
6795,chr3,1870,86
6796,chr3,1871,21
6797,chr3,1872,9
6798,chr3,1873,14
6799,chr3,1874,21
6800,chr3,1875,13
6801,chr3,1876,13
6802,chr3,1877,9
6803,chr3,1878,18
6804,chr3,1879,26
6805,chr3,1880,19
6806,chr3,1881,10
6807,chr3,1882,11
6808,chr3,1883,17
6809,chr3,1884,45
6810,chr3,1885,167
6811,chr3,1886,41
6812,chr3,1887,117
6813,chr3,1888,13
6814,chr3,1889,63
6815,chr3,1890,1522
6816,chr3,1891,28
6817,chr3,1892,52
6818,chr3,1893,180
6819,chr3,1894,80
6820,chr3,1895,769
6821,chr3,1896,4908
6822,chr3,1897,1520
6823,chr3,1898,177
6824,chr3,1899,29
6825,chr3,1900,199
6826,chr3,1901,453
6827,chr3,1902,7
6828,chr3,1903,40
6829,chr3,1904,244
6830,chr3,1905,10
6831,chr3,1906,11
6832,chr3,1907,9
6833,chr3,1908,16
6834,chr3,1909,270
6835,chr3,1910,2183
6836,chr3,1911,1296
6837,chr3,1912,12
6838,chr3,1913,24
6839,chr3,1914,17
6840,chr3,1915,23
6841,chr3,1916,22
6842,chr3,1917,21
6843,chr3,1918,26
6844,chr3,1919,3
6845,chr3,1920,17
6846,chr3,1921,11
6847,chr3,1922,8
6848,chr3,1923,11
6849,chr3,1924,76
6850,chr3,1925,1035
6851,chr3,1926,52
6852,chr3,1927,29
6853,chr3,1928,452
6854,chr3,1929,18
6855,chr3,1930,17
6856,chr3,1931,64
6857,chr3,1932,205
6858,chr3,1933,4226
6859,chr3,1934,2204
6860,chr3,1935,10
6861,chr3,1936,6
6862,chr3,1937,40
6863,chr3,1938,135
6864,chr3,1939,17
6865,chr3,1940,29
6866,chr3,1941,6765
6867,chr3,1942,362
6868,chr3,1943,901
6869,chr3,1944,136
6870,chr3,1945,16
6871,chr3,1946,25
6872,chr3,1947,321
6873,chr3,1948,231
6874,chr3,1949,1627
6875,chr3,1950,657
6876,chr3,1951,233
6877,chr3,1952,6900
6878,chr3,1953,795
6879,chr3,1954,887
6880,chr3,1955,63
6881,chr3,1956,1221
6882,chr3,1957,14845
6883,chr3,1958,1141
6884,chr3,1959,3019
6885,chr3,1960,5906
6886,chr3,1961,15395
6887,chr3,1962,3124
6888,chr3,1963,3078
6889,chr3,1964,642
6890,chr3,1965,7376
6891,chr3,1966,5769
6892,chr3,1967,5548
6893,chr3,1968,2253
6894,chr3,1969,103
6895,chr3,1970,176
6896,chr3,1971,45
6897,chr3,1972,1785
6898,chr3,1973,2344
6899,chr3,1974,2530
6900,chr3,1975,17096
6901,chr3,1976,23876
6902,chr3,1977,476
6903,chr3,1978,49
6904,chr3,1979,2315
6905,chr3,1980,0
6906,chr4,0,252
6907,chr4,1,460
6908,chr4,2,474
6909,chr4,3,3893
6910,chr4,4,1824
6911,chr4,5,133
6912,chr4,6,664
6913,chr4,7,873
6914,chr4,8,156
6915,chr4,9,129
6916,chr4,10,75
6917,chr4,11,169
6918,chr4,12,703
6919,chr4,13,2884
6920,chr4,14,8
6921,chr4,15,42
6922,chr4,16,2910
6923,chr4,17,4510
6924,chr4,18,361
6925,chr4,19,2926
6926,chr4,20,213
6927,chr4,21,55
6928,chr4,22,816
6929,chr4,23,38
6930,chr4,24,127
6931,chr4,25,1268
6932,chr4,26,813
6933,chr4,27,1032
6934,chr4,28,557
6935,chr4,29,2508
6936,chr4,30,88
6937,chr4,31,1275
6938,chr4,32,651
6939,chr4,33,294
6940,chr4,34,13
6941,chr4,35,542
6942,chr4,36,38
6943,chr4,37,10
6944,chr4,38,38
6945,chr4,39,243
6946,chr4,40,3593
6947,chr4,41,106
6948,chr4,42,1598
6949,chr4,43,71
6950,chr4,44,1271
6951,chr4,45,1891
6952,chr4,46,115
6953,chr4,47,264
6954,chr4,48,4371
6955,chr4,49,21
6956,chr4,50,21
6957,chr4,51,19
6958,chr4,52,19
6959,chr4,53,17
6960,chr4,54,89
6961,chr4,55,101
6962,chr4,56,49
6963,chr4,57,161
6964,chr4,58,1279
6965,chr4,59,30
6966,chr4,60,219
6967,chr4,61,1049
6968,chr4,62,60
6969,chr4,63,35
6970,chr4,64,7
6971,chr4,65,54
6972,chr4,66,14146
6973,chr4,67,13385
6974,chr4,68,1039
6975,chr4,69,570
6976,chr4,70,2452
6977,chr4,71,50
6978,chr4,72,19
6979,chr4,73,8
6980,chr4,74,17
6981,chr4,75,89
6982,chr4,76,65
6983,chr4,77,268
6984,chr4,78,11
6985,chr4,79,47
6986,chr4,80,25
6987,chr4,81,307
6988,chr4,82,65
6989,chr4,83,269
6990,chr4,84,307
6991,chr4,85,13
6992,chr4,86,16
6993,chr4,87,6
6994,chr4,88,78
6995,chr4,89,33
6996,chr4,90,1440
6997,chr4,91,199
6998,chr4,92,817
6999,chr4,93,626
7000,chr4,94,325
7001,chr4,95,2782
7002,chr4,96,186
7003,chr4,97,268
7004,chr4,98,18
7005,chr4,99,55
7006,chr4,100,2074
7007,chr4,101,282
7008,chr4,102,13
7009,chr4,103,27
7010,chr4,104,2578
7011,chr4,105,263
7012,chr4,106,70
7013,chr4,107,327
7014,chr4,108,73
7015,chr4,109,28
7016,chr4,110,50
7017,chr4,111,155
7018,chr4,112,35
7019,chr4,113,2726
7020,chr4,114,48
7021,chr4,115,25
7022,chr4,116,10
7023,chr4,117,42
7024,chr4,118,21
7025,chr4,119,20
7026,chr4,120,14
7027,chr4,121,15
7028,chr4,122,10
7029,chr4,123,20
7030,chr4,124,26
7031,chr4,125,4
7032,chr4,126,168
7033,chr4,127,12
7034,chr4,128,22
7035,chr4,129,33
7036,chr4,130,20
7037,chr4,131,33
7038,chr4,132,60
7039,chr4,133,34705
7040,chr4,134,239
7041,chr4,135,4212
7042,chr4,136,4953
7043,chr4,137,20
7044,chr4,138,8
7045,chr4,139,259
7046,chr4,140,9
7047,chr4,141,23
7048,chr4,142,18
7049,chr4,143,30
7050,chr4,144,37
7051,chr4,145,10
7052,chr4,146,23
7053,chr4,147,29
7054,chr4,148,19
7055,chr4,149,13
7056,chr4,150,1033
7057,chr4,151,19
7058,chr4,152,27
7059,chr4,153,29
7060,chr4,154,127
7061,chr4,155,65
7062,chr4,156,2134
7063,chr4,157,289
7064,chr4,158,2126
7065,chr4,159,26
7066,chr4,160,34
7067,chr4,161,354
7068,chr4,162,1018
7069,chr4,163,112
7070,chr4,164,25
7071,chr4,165,30
7072,chr4,166,12
7073,chr4,167,15
7074,chr4,168,47
7075,chr4,169,75
7076,chr4,170,50
7077,chr4,171,22
7078,chr4,172,8
7079,chr4,173,42
7080,chr4,174,169
7081,chr4,175,1305
7082,chr4,176,6161
7083,chr4,177,57
7084,chr4,178,7539
7085,chr4,179,200
7086,chr4,180,24
7087,chr4,181,8
7088,chr4,182,32
7089,chr4,183,15
7090,chr4,184,25
7091,chr4,185,102
7092,chr4,186,31
7093,chr4,187,9
7094,chr4,188,1331
7095,chr4,189,9
7096,chr4,190,28
7097,chr4,191,14
7098,chr4,192,16
7099,chr4,193,6
7100,chr4,194,25
7101,chr4,195,13
7102,chr4,196,7
7103,chr4,197,12
7104,chr4,198,1883
7105,chr4,199,2370
7106,chr4,200,144
7107,chr4,201,21
7108,chr4,202,17
7109,chr4,203,4
7110,chr4,204,11
7111,chr4,205,10
7112,chr4,206,23
7113,chr4,207,476
7114,chr4,208,142
7115,chr4,209,6
7116,chr4,210,6
7117,chr4,211,10
7118,chr4,212,103
7119,chr4,213,27
7120,chr4,214,9
7121,chr4,215,26
7122,chr4,216,17
7123,chr4,217,5
7124,chr4,218,6
7125,chr4,219,29
7126,chr4,220,15
7127,chr4,221,23
7128,chr4,222,11
7129,chr4,223,186
7130,chr4,224,269
7131,chr4,225,666
7132,chr4,226,1083
7133,chr4,227,9859
7134,chr4,228,188
7135,chr4,229,9
7136,chr4,230,15
7137,chr4,231,9
7138,chr4,232,7
7139,chr4,233,9
7140,chr4,234,20
7141,chr4,235,10
7142,chr4,236,9
7143,chr4,237,63
7144,chr4,238,8
7145,chr4,239,10
7146,chr4,240,13
7147,chr4,241,30
7148,chr4,242,11
7149,chr4,243,20
7150,chr4,244,47
7151,chr4,245,9332
7152,chr4,246,236
7153,chr4,247,300
7154,chr4,248,19
7155,chr4,249,14
7156,chr4,250,10
7157,chr4,251,1375
7158,chr4,252,3369
7159,chr4,253,409
7160,chr4,254,235
7161,chr4,255,76
7162,chr4,256,647
7163,chr4,257,1084
7164,chr4,258,584
7165,chr4,259,907
7166,chr4,260,12
7167,chr4,261,24
7168,chr4,262,29
7169,chr4,263,1158
7170,chr4,264,8515
7171,chr4,265,31
7172,chr4,266,55
7173,chr4,267,117
7174,chr4,268,104
7175,chr4,269,163
7176,chr4,270,940
7177,chr4,271,26
7178,chr4,272,20
7179,chr4,273,13
7180,chr4,274,21
7181,chr4,275,30
7182,chr4,276,27
7183,chr4,277,66
7184,chr4,278,9
7185,chr4,279,21
7186,chr4,280,12
7187,chr4,281,14
7188,chr4,282,11
7189,chr4,283,12
7190,chr4,284,26
7191,chr4,285,30
7192,chr4,286,14
7193,chr4,287,3
7194,chr4,288,105
7195,chr4,289,9
7196,chr4,290,11
7197,chr4,291,5
7198,chr4,292,16
7199,chr4,293,4
7200,chr4,294,17
7201,chr4,295,45
7202,chr4,296,17
7203,chr4,297,108
7204,chr4,298,26
7205,chr4,299,35
7206,chr4,300,18
7207,chr4,301,17
7208,chr4,302,16
7209,chr4,303,18
7210,chr4,304,11
7211,chr4,305,73
7212,chr4,306,20
7213,chr4,307,14
7214,chr4,308,5
7215,chr4,309,11
7216,chr4,310,5
7217,chr4,311,14
7218,chr4,312,13
7219,chr4,313,29
7220,chr4,314,135
7221,chr4,315,2
7222,chr4,316,15
7223,chr4,317,14
7224,chr4,318,2
7225,chr4,319,18
7226,chr4,320,15
7227,chr4,321,9
7228,chr4,322,16
7229,chr4,323,5
7230,chr4,324,14
7231,chr4,325,12
7232,chr4,326,23
7233,chr4,327,14
7234,chr4,328,14
7235,chr4,329,20
7236,chr4,330,648
7237,chr4,331,7
7238,chr4,332,15
7239,chr4,333,18
7240,chr4,334,25
7241,chr4,335,21
7242,chr4,336,19
7243,chr4,337,13
7244,chr4,338,13
7245,chr4,339,1724
7246,chr4,340,18
7247,chr4,341,15
7248,chr4,342,11
7249,chr4,343,7
7250,chr4,344,31
7251,chr4,345,11
7252,chr4,346,9
7253,chr4,347,23
7254,chr4,348,19
7255,chr4,349,15
7256,chr4,350,4
7257,chr4,351,28
7258,chr4,352,11
7259,chr4,353,32
7260,chr4,354,25
7261,chr4,355,45
7262,chr4,356,25
7263,chr4,357,21
7264,chr4,358,12
7265,chr4,359,21
7266,chr4,360,482
7267,chr4,361,426
7268,chr4,362,275
7269,chr4,363,139
7270,chr4,364,50
7271,chr4,365,24
7272,chr4,366,107
7273,chr4,367,18
7274,chr4,368,11
7275,chr4,369,73
7276,chr4,370,25
7277,chr4,371,5
7278,chr4,372,9
7279,chr4,373,12
7280,chr4,374,76
7281,chr4,375,597
7282,chr4,376,233
7283,chr4,377,9
7284,chr4,378,2359
7285,chr4,379,648
7286,chr4,380,689
7287,chr4,381,3673
7288,chr4,382,41
7289,chr4,383,31
7290,chr4,384,154
7291,chr4,385,21
7292,chr4,386,1147
7293,chr4,387,9216
7294,chr4,388,2850
7295,chr4,389,1084
7296,chr4,390,411
7297,chr4,391,1107
7298,chr4,392,1710
7299,chr4,393,2461
7300,chr4,394,27493
7301,chr4,395,11203
7302,chr4,396,2123
7303,chr4,397,9200
7304,chr4,398,8279
7305,chr4,399,23194
7306,chr4,400,116
7307,chr4,401,1556
7308,chr4,402,1323
7309,chr4,403,108
7310,chr4,404,2062
7311,chr4,405,90
7312,chr4,406,166
7313,chr4,407,54
7314,chr4,408,485
7315,chr4,409,57
7316,chr4,410,193
7317,chr4,411,70
7318,chr4,412,111
7319,chr4,413,34
7320,chr4,414,16
7321,chr4,415,9
7322,chr4,416,9
7323,chr4,417,10
7324,chr4,418,659
7325,chr4,419,1946
7326,chr4,420,3697
7327,chr4,421,148
7328,chr4,422,45
7329,chr4,423,56
7330,chr4,424,4924
7331,chr4,425,1102
7332,chr4,426,114
7333,chr4,427,16
7334,chr4,428,12
7335,chr4,429,4
7336,chr4,430,29
7337,chr4,431,26
7338,chr4,432,10
7339,chr4,433,17
7340,chr4,434,343
7341,chr4,435,10
7342,chr4,436,42
7343,chr4,437,72
7344,chr4,438,51
7345,chr4,439,352
7346,chr4,440,6
7347,chr4,441,21
7348,chr4,442,8
7349,chr4,443,15
7350,chr4,444,10
7351,chr4,445,10
7352,chr4,446,1529
7353,chr4,447,2312
7354,chr4,448,88
7355,chr4,449,6
7356,chr4,450,26
7357,chr4,451,11
7358,chr4,452,19
7359,chr4,453,10
7360,chr4,454,20
7361,chr4,455,11
7362,chr4,456,58
7363,chr4,457,15
7364,chr4,458,15
7365,chr4,459,14
7366,chr4,460,20
7367,chr4,461,13
7368,chr4,462,68
7369,chr4,463,25
7370,chr4,464,11
7371,chr4,465,14
7372,chr4,466,12
7373,chr4,467,7368
7374,chr4,468,17
7375,chr4,469,62
7376,chr4,470,29
7377,chr4,471,9
7378,chr4,472,19
7379,chr4,473,11
7380,chr4,474,481
7381,chr4,475,2996
7382,chr4,476,17
7383,chr4,477,6685
7384,chr4,478,758
7385,chr4,479,165
7386,chr4,480,381
7387,chr4,481,3333
7388,chr4,482,583
7389,chr4,483,1291
7390,chr4,484,1417
7391,chr4,485,3057
7392,chr4,486,120
7393,chr4,487,73
7394,chr4,488,3575
7395,chr4,489,160
7396,chr4,490,143
7397,chr4,491,515
7398,chr4,492,605
7399,chr4,493,158
7400,chr4,494,82
7401,chr4,495,505
7402,chr4,496,250
7403,chr4,497,0
7404,chr4,498,0
7405,chr4,499,0
7406,chr4,500,0
7407,chr4,501,0
7408,chr4,502,0
7409,chr4,503,0
7410,chr4,504,0
7411,chr4,505,0
7412,chr4,506,0
7413,chr4,507,0
7414,chr4,508,0
7415,chr4,509,0
7416,chr4,510,0
7417,chr4,511,0
7418,chr4,512,0
7419,chr4,513,0
7420,chr4,514,0
7421,chr4,515,0
7422,chr4,516,0
7423,chr4,517,0
7424,chr4,518,0
7425,chr4,519,0
7426,chr4,520,0
7427,chr4,521,0
7428,chr4,522,0
7429,chr4,523,0
7430,chr4,524,0
